worker,problem,example,row,col,posterior
A2WDF40FA670T9,22,2,5,3,0.27
A2WDF40FA670T9,22,3,2,4,0.27
A2WDF40FA670T9,22,4,5,4,0.27
A2WDF40FA670T9,6,1,1,3,0.24
A2WDF40FA670T9,6,2,3,1,0.5
A2WDF40FA670T9,6,3,3,6,0.5
A2WDF40FA670T9,6,4,6,4,0.5
A2WDF40FA670T9,7,1,5,5,0.48
A2WDF40FA670T9,7,2,5,3,0.48
A2WDF40FA670T9,7,3,2,5,0.48
A2WDF40FA670T9,7,4,2,3,0.48
A2WDF40FA670T9,12,1,3,5,0.27
A2WDF40FA670T9,12,2,5,1,0.99
A2WDF40FA670T9,12,3,6,1,0.98
A2WDF40FA670T9,12,4,6,5,0.99
A2WDF40FA670T9,15,1,5,2,0.54
A2WDF40FA670T9,15,2,3,2,0.54
A2WDF40FA670T9,15,3,3,4,0.53
A2WDF40FA670T9,15,4,5,4,0.81
A2WDF40FA670T9,33,1,2,3,0.34
A2WDF40FA670T9,33,2,4,3,0.51
A2WDF40FA670T9,33,3,2,4,0.51
A2WDF40FA670T9,33,4,5,4,0.51
A2WDF40FA670T9,29,1,2,5,0.32
A2WDF40FA670T9,29,2,4,3,0.5
A2WDF40FA670T9,29,3,5,2,0.98
A2WDF40FA670T9,29,4,5,5,1
A2WDF40FA670T9,37,1,6,6,0.31
A2WDF40FA670T9,37,2,1,1,0.48
A2WDF40FA670T9,37,3,1,6,0.51
A2WDF40FA670T9,37,4,6,1,0.51
A2WDF40FA670T9,18,1,2,5,0.3
A2WDF40FA670T9,18,2,5,2,0.3
A2WDF40FA670T9,18,3,4,1,0.54
A2WDF40FA670T9,18,4,1,4,0.73
A2WDF40FA670T9,16,1,3,5,0.53
A2WDF40FA670T9,16,2,1,3,1
A2WDF40FA670T9,16,3,6,3,1
A2WDF40FA670T9,16,4,4,2,1
A2WDF40FA670T9,14,1,3,3,0.19
A2WDF40FA670T9,14,2,3,4,0.19
A2WDF40FA670T9,14,3,4,3,0.22
A2WDF40FA670T9,14,4,4,4,0.22
A2WDF40FA670T9,25,1,3,1,0.29
A2WDF40FA670T9,25,2,4,6,0.29
A2WDF40FA670T9,25,3,2,3,0.51
A2WDF40FA670T9,25,4,5,4,0.51
A2WDF40FA670T9,5,1,5,1,0.25
A2WDF40FA670T9,5,2,6,6,0.25
A2WDF40FA670T9,5,3,6,1,0.26
A2WDF40FA670T9,5,4,5,6,0.74
A2WDF40FA670T9,3,1,3,3,0.21
A2WDF40FA670T9,3,2,4,3,0.29
A2WDF40FA670T9,3,3,4,4,0.29
A2WDF40FA670T9,3,4,3,4,0.29
A2WDF40FA670T9,2,1,1,2,0.48
A2WDF40FA670T9,2,2,6,5,0.96
A2WDF40FA670T9,2,3,6,2,1
A2WDF40FA670T9,2,4,1,5,1
A2WDF40FA670T9,36,1,1,1,0.49
A2WDF40FA670T9,36,2,1,6,0.52
A2WDF40FA670T9,36,3,3,4,0.98
A2WDF40FA670T9,36,4,3,3,1
A2WDF40FA670T9,17,1,2,5,0.33
A2WDF40FA670T9,17,2,2,3,0.51
A2WDF40FA670T9,17,3,5,4,0.51
A2WDF40FA670T9,17,4,4,1,0.77
A2WDF40FA670T9,20,1,1,1,0.28
A2WDF40FA670T9,20,2,2,1,0.48
A2WDF40FA670T9,20,3,5,2,0.7
A2WDF40FA670T9,20,4,4,1,0.97
A2WDF40FA670T9,8,1,2,4,0.51
A2WDF40FA670T9,8,2,4,1,0.55
A2WDF40FA670T9,8,3,6,4,0.55
A2WDF40FA670T9,8,4,2,3,0.76
A2WDF40FA670T9,30,1,4,2,0.29
A2WDF40FA670T9,30,2,2,5,0.48
A2WDF40FA670T9,30,3,5,4,0.72
A2WDF40FA670T9,30,4,4,4,0.87
A1NR3COO33J99C,20,1,2,5,0.04
A1NR3COO33J99C,20,2,3,3,0.17
A1NR3COO33J99C,20,3,5,2,0.39
A1NR3COO33J99C,20,4,4,3,0.48
A1NR3COO33J99C,37,1,6,6,0.06
A1NR3COO33J99C,37,2,2,5,0.1
A1NR3COO33J99C,37,3,6,1,0.28
A1NR3COO33J99C,37,4,2,2,0.36
A1NR3COO33J99C,32,1,1,2,0.06
A1NR3COO33J99C,32,2,2,4,0.22
A1NR3COO33J99C,32,3,5,3,0.4
A1NR3COO33J99C,32,4,6,5,0.52
A1NR3COO33J99C,18,1,2,5,0.05
A1NR3COO33J99C,18,2,6,3,0.08
A1NR3COO33J99C,18,3,1,4,0.17
A1NR3COO33J99C,18,4,4,1,0.23
A1NR3COO33J99C,21,1,2,4,0.12
A1NR3COO33J99C,21,2,4,4,0.2
A1NR3COO33J99C,21,3,4,2,0.28
A1NR3COO33J99C,21,4,3,4,0.39
A1NR3COO33J99C,9,1,2,1,0.1
A1NR3COO33J99C,9,2,6,3,0.18
A1NR3COO33J99C,9,3,5,3,0.25
A1NR3COO33J99C,9,4,2,2,0.38
A1NR3COO33J99C,17,1,2,3,0.14
A1NR3COO33J99C,17,2,5,4,0.22
A1NR3COO33J99C,17,3,2,5,0.37
A1NR3COO33J99C,17,4,5,2,0.46
A1NR3COO33J99C,19,1,1,4,0.24
A1NR3COO33J99C,19,2,6,3,0.33
A1NR3COO33J99C,19,3,4,4,0.44
A1NR3COO33J99C,19,4,3,3,0.51
A1NR3COO33J99C,5,1,5,1,0.06
A1NR3COO33J99C,5,2,5,6,0.1
A1NR3COO33J99C,5,3,6,1,0.14
A1NR3COO33J99C,5,4,6,6,0.2
A1NR3COO33J99C,39,1,1,5,0.42
A1NR3COO33J99C,39,2,1,2,0.73
A1NR3COO33J99C,39,3,6,5,0.8
A1NR3COO33J99C,39,4,5,5,0.91
A1NR3COO33J99C,30,1,5,2,0.15
A1NR3COO33J99C,30,2,2,5,0.27
A1NR3COO33J99C,30,3,4,4,0.38
A1NR3COO33J99C,30,4,3,5,0.54
A1NR3COO33J99C,2,1,1,2,0.49
A1NR3COO33J99C,2,2,6,5,0.68
A1NR3COO33J99C,2,3,6,2,0.84
A1NR3COO33J99C,2,4,1,5,0.94
A1NR3COO33J99C,4,1,2,1,0.54
A1NR3COO33J99C,4,2,2,6,0.7
A1NR3COO33J99C,4,3,3,2,0.78
A1NR3COO33J99C,4,4,3,5,0.85
A1NR3COO33J99C,35,1,2,5,0.25
A1NR3COO33J99C,35,2,5,5,0.55
A1NR3COO33J99C,35,3,2,2,0.64
A1NR3COO33J99C,35,4,5,2,0.64
A1NR3COO33J99C,34,1,2,6,0.49
A1NR3COO33J99C,34,2,2,2,0.55
A1NR3COO33J99C,34,3,5,6,0.63
A1NR3COO33J99C,34,4,3,6,0.68
A1NR3COO33J99C,7,1,2,3,0.07
A1NR3COO33J99C,7,2,5,5,0.5
A1NR3COO33J99C,7,3,5,4,0.56
A1NR3COO33J99C,7,4,2,5,0.6
A1NR3COO33J99C,15,1,3,4,0.14
A1NR3COO33J99C,15,2,5,4,0.38
A1NR3COO33J99C,15,3,5,2,0.55
A1NR3COO33J99C,15,4,3,2,0.64
A1NR3COO33J99C,33,1,5,4,0.21
A1NR3COO33J99C,33,2,4,4,0.24
A1NR3COO33J99C,33,3,3,3,0.41
A1NR3COO33J99C,33,4,2,4,0.53
A1NR3COO33J99C,26,1,3,5,0.08
A1NR3COO33J99C,26,2,3,2,0.15
A1NR3COO33J99C,26,3,5,4,0.24
A1NR3COO33J99C,26,4,2,3,0.28
A1NR3COO33J99C,38,1,5,4,0.41
A1NR3COO33J99C,38,2,6,3,0.64
A1NR3COO33J99C,38,3,1,4,0.69
A1NR3COO33J99C,38,4,4,5,0.78
A1FVXS8IM5QYO8,33,1,5,3,0.33
A1FVXS8IM5QYO8,33,2,4,3,0.4
A1FVXS8IM5QYO8,33,3,3,4,0.64
A1FVXS8IM5QYO8,33,4,2,4,0.71
A1FVXS8IM5QYO8,25,1,3,1,0.28
A1FVXS8IM5QYO8,25,2,4,6,0.34
A1FVXS8IM5QYO8,25,3,5,3,0.42
A1FVXS8IM5QYO8,25,4,2,4,0.51
A1FVXS8IM5QYO8,10,1,6,4,0.1
A1FVXS8IM5QYO8,10,2,4,3,0.21
A1FVXS8IM5QYO8,10,3,5,5,0.34
A1FVXS8IM5QYO8,10,4,4,4,0.42
A1FVXS8IM5QYO8,2,1,1,4,0.31
A1FVXS8IM5QYO8,2,2,1,3,0.42
A1FVXS8IM5QYO8,2,3,6,4,0.71
A1FVXS8IM5QYO8,2,4,6,3,0.97
A1FVXS8IM5QYO8,36,1,1,6,0.08
A1FVXS8IM5QYO8,36,2,3,6,0.22
A1FVXS8IM5QYO8,36,3,1,4,0.3
A1FVXS8IM5QYO8,36,4,1,3,0.41
A1FVXS8IM5QYO8,38,1,6,3,0.14
A1FVXS8IM5QYO8,38,2,2,3,0.24
A1FVXS8IM5QYO8,38,3,3,6,0.46
A1FVXS8IM5QYO8,38,4,4,5,0.65
A1FVXS8IM5QYO8,13,1,5,5,0.09
A1FVXS8IM5QYO8,13,2,6,5,0.26
A1FVXS8IM5QYO8,13,3,5,2,0.38
A1FVXS8IM5QYO8,13,4,6,2,0.76
A1FVXS8IM5QYO8,6,1,6,3,0.1
A1FVXS8IM5QYO8,6,2,4,6,0.19
A1FVXS8IM5QYO8,6,3,3,1,0.46
A1FVXS8IM5QYO8,6,4,1,4,0.61
A1FVXS8IM5QYO8,3,1,3,4,0.07
A1FVXS8IM5QYO8,3,2,3,3,0.12
A1FVXS8IM5QYO8,3,3,4,3,0.42
A1FVXS8IM5QYO8,3,4,4,4,0.61
A1FVXS8IM5QYO8,14,1,4,4,0.09
A1FVXS8IM5QYO8,14,2,3,3,0.31
A1FVXS8IM5QYO8,14,3,4,3,0.38
A1FVXS8IM5QYO8,14,4,3,4,0.5
A1FVXS8IM5QYO8,12,1,5,1,0.11
A1FVXS8IM5QYO8,12,2,4,2,0.22
A1FVXS8IM5QYO8,12,3,3,3,0.6
A1FVXS8IM5QYO8,12,4,3,4,0.76
A1FVXS8IM5QYO8,35,1,2,5,0.13
A1FVXS8IM5QYO8,35,2,1,1,0.31
A1FVXS8IM5QYO8,35,3,5,2,0.43
A1FVXS8IM5QYO8,35,4,5,6,0.53
A1FVXS8IM5QYO8,24,1,1,4,0.14
A1FVXS8IM5QYO8,24,2,6,4,0.24
A1FVXS8IM5QYO8,24,3,2,3,0.58
A1FVXS8IM5QYO8,24,4,4,5,0.68
A1FVXS8IM5QYO8,31,1,5,4,0.13
A1FVXS8IM5QYO8,31,2,2,4,0.25
A1FVXS8IM5QYO8,31,3,2,5,0.42
A1FVXS8IM5QYO8,31,4,2,2,0.55
A1FVXS8IM5QYO8,1,1,3,1,0.18
A1FVXS8IM5QYO8,1,2,1,3,0.42
A1FVXS8IM5QYO8,1,3,3,6,0.79
A1FVXS8IM5QYO8,1,4,6,4,0.92
A1FVXS8IM5QYO8,21,1,4,2,0.1
A1FVXS8IM5QYO8,21,2,2,4,0.21
A1FVXS8IM5QYO8,21,3,4,4,0.29
A1FVXS8IM5QYO8,21,4,3,3,0.37
A1FVXS8IM5QYO8,27,1,4,2,0.08
A1FVXS8IM5QYO8,27,2,4,5,0.15
A1FVXS8IM5QYO8,27,3,6,6,0.27
A1FVXS8IM5QYO8,27,4,6,1,0.37
A1FVXS8IM5QYO8,22,1,4,3,0.16
A1FVXS8IM5QYO8,22,2,3,4,0.28
A1FVXS8IM5QYO8,22,3,3,3,0.42
A1FVXS8IM5QYO8,22,4,5,4,0.51
A1FVXS8IM5QYO8,37,1,1,1,0.1
A1FVXS8IM5QYO8,37,2,6,6,0.19
A1FVXS8IM5QYO8,37,3,2,2,0.28
A1FVXS8IM5QYO8,37,4,5,6,0.4
A1FVXS8IM5QYO8,8,1,2,3,0.16
A1FVXS8IM5QYO8,8,2,2,4,0.24
A1FVXS8IM5QYO8,8,3,3,4,0.35
A1FVXS8IM5QYO8,8,4,3,3,0.61
A1K8VUKRL53OX,6,1,1,3,0.7
A1K8VUKRL53OX,6,2,3,6,0.89
A1K8VUKRL53OX,6,3,6,3,0.89
A1K8VUKRL53OX,6,4,3,1,0.89
A1K8VUKRL53OX,39,1,1,2,0.35
A1K8VUKRL53OX,39,2,1,5,0.5
A1K8VUKRL53OX,39,3,6,5,0.75
A1K8VUKRL53OX,39,4,6,2,0.89
A1K8VUKRL53OX,31,1,2,1,0.3
A1K8VUKRL53OX,31,2,2,6,0.7
A1K8VUKRL53OX,31,3,5,1,0.79
A1K8VUKRL53OX,31,4,5,6,0.89
A1K8VUKRL53OX,21,1,2,4,0.12
A1K8VUKRL53OX,21,2,4,4,0.62
A1K8VUKRL53OX,21,3,4,2,0.8
A1K8VUKRL53OX,21,4,3,3,0.98
A1K8VUKRL53OX,29,1,2,5,0.27
A1K8VUKRL53OX,29,2,5,5,0.52
A1K8VUKRL53OX,29,3,5,2,0.75
A1K8VUKRL53OX,29,4,4,2,0.9
A1K8VUKRL53OX,38,1,1,4,0.22
A1K8VUKRL53OX,38,2,4,1,0.53
A1K8VUKRL53OX,38,3,6,3,0.8
A1K8VUKRL53OX,38,4,2,6,0.76
A1K8VUKRL53OX,30,1,2,4,0.26
A1K8VUKRL53OX,30,2,4,2,0.54
A1K8VUKRL53OX,30,3,5,4,0.7
A1K8VUKRL53OX,30,4,2,5,0.93
A1K8VUKRL53OX,35,1,6,1,0.24
A1K8VUKRL53OX,35,2,1,1,0.38
A1K8VUKRL53OX,35,3,5,5,0.33
A1K8VUKRL53OX,35,4,1,6,0.77
A1K8VUKRL53OX,33,1,2,3,0.27
A1K8VUKRL53OX,33,2,5,3,0.58
A1K8VUKRL53OX,33,3,2,4,0.72
A1K8VUKRL53OX,33,4,5,4,0.61
A1K8VUKRL53OX,25,1,2,3,0.25
A1K8VUKRL53OX,25,2,5,3,0.51
A1K8VUKRL53OX,25,3,4,6,0.75
A1K8VUKRL53OX,25,4,3,1,0.94
A1K8VUKRL53OX,32,1,1,5,0.72
A1K8VUKRL53OX,32,2,6,5,0.47
A1K8VUKRL53OX,32,3,6,2,0.75
A1K8VUKRL53OX,32,4,1,2,0.93
A1K8VUKRL53OX,26,1,2,4,0.42
A1K8VUKRL53OX,26,2,5,4,0.68
A1K8VUKRL53OX,26,3,4,2,0.82
A1K8VUKRL53OX,26,4,3,5,0.91
A1K8VUKRL53OX,7,1,2,3,0.37
A1K8VUKRL53OX,7,2,3,5,0.27
A1K8VUKRL53OX,7,3,5,3,0.44
A1K8VUKRL53OX,7,4,2,5,0.75
A1K8VUKRL53OX,23,1,6,5,0.35
A1K8VUKRL53OX,23,2,5,2,0.73
A1K8VUKRL53OX,23,3,1,5,0.81
A1K8VUKRL53OX,23,4,1,2,0.85
A1K8VUKRL53OX,34,1,2,6,0.86
A1K8VUKRL53OX,34,2,5,6,0.88
A1K8VUKRL53OX,34,3,2,1,0.83
A1K8VUKRL53OX,34,4,5,1,0.9
A1K8VUKRL53OX,28,1,3,2,0.28
A1K8VUKRL53OX,28,2,5,2,0.57
A1K8VUKRL53OX,28,3,3,5,0.71
A1K8VUKRL53OX,28,4,5,5,0.82
A1K8VUKRL53OX,17,1,1,4,0.36
A1K8VUKRL53OX,17,2,4,1,0.75
A1K8VUKRL53OX,17,3,6,3,0.42
A1K8VUKRL53OX,17,4,3,6,0.81
A1K8VUKRL53OX,11,1,2,4,0.48
A1K8VUKRL53OX,11,2,6,6,0.73
A1K8VUKRL53OX,11,3,6,1,0.83
A1K8VUKRL53OX,11,4,5,1,0.83
A1K8VUKRL53OX,8,1,2,4,0.25
A1K8VUKRL53OX,8,2,6,4,0.56
A1K8VUKRL53OX,8,3,4,1,0.73
A1K8VUKRL53OX,8,4,6,2,0.84
A1K8VUKRL53OX,16,1,6,4,0.33
A1K8VUKRL53OX,16,2,4,2,0.58
A1K8VUKRL53OX,16,3,1,4,0.72
A1K8VUKRL53OX,16,4,1,3,0.88
A3DS5B06ZCD3E3,17,1,5,2,0.16
A3DS5B06ZCD3E3,17,2,2,5,0.3
A3DS5B06ZCD3E3,17,3,5,4,0.5
A3DS5B06ZCD3E3,17,4,2,3,0.5
A3DS5B06ZCD3E3,30,1,3,5,0.14
A3DS5B06ZCD3E3,30,2,4,2,0.22
A3DS5B06ZCD3E3,30,3,5,2,0.37
A3DS5B06ZCD3E3,30,4,5,4,0.44
A3DS5B06ZCD3E3,7,1,2,3,0.29
A3DS5B06ZCD3E3,7,2,2,4,0.29
A3DS5B06ZCD3E3,7,3,5,4,0.37
A3DS5B06ZCD3E3,7,4,5,3,0.44
A3DS5B06ZCD3E3,38,1,1,6,0.29
A3DS5B06ZCD3E3,38,2,6,3,0.5
A3DS5B06ZCD3E3,38,3,3,3,0.64
A3DS5B06ZCD3E3,38,4,3,4,0.76
A3DS5B06ZCD3E3,5,1,5,3,0.27
A3DS5B06ZCD3E3,5,2,5,4,0.33
A3DS5B06ZCD3E3,5,3,5,1,0.33
A3DS5B06ZCD3E3,5,4,5,6,0.33
A3DS5B06ZCD3E3,28,1,3,2,0.31
A3DS5B06ZCD3E3,28,2,5,2,0.35
A3DS5B06ZCD3E3,28,3,3,3,0.37
A3DS5B06ZCD3E3,28,4,5,5,0.38
A3DS5B06ZCD3E3,8,1,2,3,0.48
A3DS5B06ZCD3E3,8,2,3,1,0.48
A3DS5B06ZCD3E3,8,3,4,1,0.48
A3DS5B06ZCD3E3,8,4,6,4,0.62
A3DS5B06ZCD3E3,12,1,5,1,0.48
A3DS5B06ZCD3E3,12,2,6,1,0.48
A3DS5B06ZCD3E3,12,3,3,5,0.52
A3DS5B06ZCD3E3,12,4,3,4,0.56
A3DS5B06ZCD3E3,25,1,2,3,0.26
A3DS5B06ZCD3E3,25,2,2,4,0.27
A3DS5B06ZCD3E3,25,3,5,3,0.27
A3DS5B06ZCD3E3,25,4,5,4,0.27
A3DS5B06ZCD3E3,35,1,1,1,0.23
A3DS5B06ZCD3E3,35,2,6,1,0.62
A3DS5B06ZCD3E3,35,3,6,6,0.63
A3DS5B06ZCD3E3,35,4,1,6,0.63
A3DS5B06ZCD3E3,19,1,1,4,0.5
A3DS5B06ZCD3E3,19,2,6,3,0.5
A3DS5B06ZCD3E3,19,3,3,6,0.45
A3DS5B06ZCD3E3,19,4,2,5,0.38
A3DS5B06ZCD3E3,15,1,5,2,0.44
A3DS5B06ZCD3E3,15,2,5,4,0.49
A3DS5B06ZCD3E3,15,3,3,2,0.49
A3DS5B06ZCD3E3,15,4,4,2,0.57
A3DS5B06ZCD3E3,1,1,1,3,0.48
A3DS5B06ZCD3E3,1,2,6,3,0.48
A3DS5B06ZCD3E3,1,3,4,1,0.55
A3DS5B06ZCD3E3,1,4,3,6,0.84
A3DS5B06ZCD3E3,34,1,2,1,0.3
A3DS5B06ZCD3E3,34,2,2,6,0.5
A3DS5B06ZCD3E3,34,3,5,6,0.5
A3DS5B06ZCD3E3,34,4,3,5,0.5
A3DS5B06ZCD3E3,6,1,2,3,0.34
A3DS5B06ZCD3E3,6,2,4,1,0.49
A3DS5B06ZCD3E3,6,3,4,6,0.49
A3DS5B06ZCD3E3,6,4,5,4,0.49
A3DS5B06ZCD3E3,40,1,1,1,0.3
A3DS5B06ZCD3E3,40,2,6,6,0.48
A3DS5B06ZCD3E3,40,3,5,5,0.48
A3DS5B06ZCD3E3,40,4,2,2,0.48
A3DS5B06ZCD3E3,39,1,1,5,0.33
A3DS5B06ZCD3E3,39,2,6,5,0.62
A3DS5B06ZCD3E3,39,3,2,3,0.67
A3DS5B06ZCD3E3,39,4,2,5,0.8
A3DS5B06ZCD3E3,32,1,1,2,0.25
A3DS5B06ZCD3E3,32,2,2,3,0.49
A3DS5B06ZCD3E3,32,3,5,4,0.49
A3DS5B06ZCD3E3,32,4,6,5,0.49
A3DS5B06ZCD3E3,22,1,2,3,0.27
A3DS5B06ZCD3E3,22,2,5,3,0.36
A3DS5B06ZCD3E3,22,3,2,4,0.45
A3DS5B06ZCD3E3,22,4,5,4,0.43
A3DS5B06ZCD3E3,31,1,5,4,0.48
A3DS5B06ZCD3E3,31,2,2,6,0.81
A3DS5B06ZCD3E3,31,3,2,1,0.81
A3DS5B06ZCD3E3,31,4,2,2,0.81
A1SHLWKA0UH1IS,1,1,1,3,0.18
A1SHLWKA0UH1IS,1,2,1,4,0.49
A1SHLWKA0UH1IS,1,3,2,5,0.74
A1SHLWKA0UH1IS,1,4,3,1,1
A1SHLWKA0UH1IS,30,1,2,4,0.09
A1SHLWKA0UH1IS,30,2,4,2,0.49
A1SHLWKA0UH1IS,30,3,3,5,0.49
A1SHLWKA0UH1IS,30,4,5,2,0.49
A1SHLWKA0UH1IS,12,1,3,3,0.11
A1SHLWKA0UH1IS,12,2,5,1,0.45
A1SHLWKA0UH1IS,12,3,6,5,1
A1SHLWKA0UH1IS,12,4,6,1,1
A1SHLWKA0UH1IS,15,1,5,2,0.18
A1SHLWKA0UH1IS,15,2,3,4,0.42
A1SHLWKA0UH1IS,15,3,3,2,0.64
A1SHLWKA0UH1IS,15,4,5,4,0.87
A1SHLWKA0UH1IS,29,1,5,2,0.22
A1SHLWKA0UH1IS,29,2,4,3,0.49
A1SHLWKA0UH1IS,29,3,2,4,0.67
A1SHLWKA0UH1IS,29,4,2,5,0.71
A1SHLWKA0UH1IS,38,1,1,4,0.14
A1SHLWKA0UH1IS,38,2,4,4,0.39
A1SHLWKA0UH1IS,38,3,4,5,0.55
A1SHLWKA0UH1IS,38,4,4,1,0.83
A1SHLWKA0UH1IS,28,1,3,2,0.26
A1SHLWKA0UH1IS,28,2,3,5,0.24
A1SHLWKA0UH1IS,28,3,5,5,0.26
A1SHLWKA0UH1IS,28,4,5,2,0.26
A1SHLWKA0UH1IS,36,1,3,1,0.48
A1SHLWKA0UH1IS,36,2,3,6,0.71
A1SHLWKA0UH1IS,36,3,1,1,0.75
A1SHLWKA0UH1IS,36,4,1,6,0.99
A1SHLWKA0UH1IS,11,1,2,3,0.26
A1SHLWKA0UH1IS,11,2,6,6,0.49
A1SHLWKA0UH1IS,11,3,6,1,0.69
A1SHLWKA0UH1IS,11,4,2,4,0.77
A1SHLWKA0UH1IS,5,1,5,1,0.16
A1SHLWKA0UH1IS,5,2,6,1,0.16
A1SHLWKA0UH1IS,5,3,5,6,0.17
A1SHLWKA0UH1IS,5,4,6,6,0.19
A1SHLWKA0UH1IS,33,1,2,3,0.19
A1SHLWKA0UH1IS,33,2,3,3,0.48
A1SHLWKA0UH1IS,33,3,4,4,0.48
A1SHLWKA0UH1IS,33,4,5,4,0.5
A1SHLWKA0UH1IS,16,1,3,2,0.48
A1SHLWKA0UH1IS,16,2,1,3,0.61
A1SHLWKA0UH1IS,16,3,4,5,0.64
A1SHLWKA0UH1IS,16,4,6,4,0.69
A1SHLWKA0UH1IS,21,1,2,4,0.17
A1SHLWKA0UH1IS,21,2,4,2,0.25
A1SHLWKA0UH1IS,21,3,3,4,0.27
A1SHLWKA0UH1IS,21,4,3,3,0.34
A1SHLWKA0UH1IS,26,1,2,3,0.22
A1SHLWKA0UH1IS,26,2,3,5,0.26
A1SHLWKA0UH1IS,26,3,5,4,0.23
A1SHLWKA0UH1IS,26,4,4,2,0.28
A1SHLWKA0UH1IS,24,1,1,3,0.47
A1SHLWKA0UH1IS,24,2,6,4,0.51
A1SHLWKA0UH1IS,24,3,1,4,0.66
A1SHLWKA0UH1IS,24,4,6,3,0.75
A1SHLWKA0UH1IS,7,1,5,5,0.48
A1SHLWKA0UH1IS,7,2,5,3,0.49
A1SHLWKA0UH1IS,7,3,2,5,0.54
A1SHLWKA0UH1IS,7,4,2,3,0.56
A1SHLWKA0UH1IS,2,1,3,2,0.24
A1SHLWKA0UH1IS,2,2,1,2,0.33
A1SHLWKA0UH1IS,2,3,3,5,0.37
A1SHLWKA0UH1IS,2,4,1,5,0.37
A1SHLWKA0UH1IS,18,1,2,5,0.46
A1SHLWKA0UH1IS,18,2,4,1,0.48
A1SHLWKA0UH1IS,18,3,6,3,0.5
A1SHLWKA0UH1IS,18,4,5,2,0.52
A1SHLWKA0UH1IS,34,1,2,2,0.49
A1SHLWKA0UH1IS,34,2,5,5,0.51
A1SHLWKA0UH1IS,34,3,5,2,0.54
A1SHLWKA0UH1IS,34,4,2,5,0.57
A1SHLWKA0UH1IS,8,1,4,4,0.26
A1SHLWKA0UH1IS,8,2,2,3,0.48
A1SHLWKA0UH1IS,8,3,2,4,0.51
A1SHLWKA0UH1IS,8,4,4,1,0.59
A1WJ9DBGFY21MQ,16,1,1,3,0.09
A1WJ9DBGFY21MQ,16,2,4,2,0.1
A1WJ9DBGFY21MQ,16,3,6,4,0.15
A1WJ9DBGFY21MQ,16,4,3,5,0.2
A1WJ9DBGFY21MQ,6,1,3,2,0
A1WJ9DBGFY21MQ,6,2,6,3,0.04
A1WJ9DBGFY21MQ,6,3,2,4,0.07
A1WJ9DBGFY21MQ,6,4,4,5,0.11
A1WJ9DBGFY21MQ,32,1,5,3,0
A1WJ9DBGFY21MQ,32,2,1,2,0.04
A1WJ9DBGFY21MQ,32,3,2,4,0.05
A1WJ9DBGFY21MQ,32,4,6,5,0.05
A1WJ9DBGFY21MQ,28,1,5,2,0.04
A1WJ9DBGFY21MQ,28,2,3,5,0.07
A1WJ9DBGFY21MQ,28,3,3,2,0.1
A1WJ9DBGFY21MQ,28,4,5,5,0.25
A1WJ9DBGFY21MQ,2,1,1,2,0
A1WJ9DBGFY21MQ,2,2,6,2,0.04
A1WJ9DBGFY21MQ,2,3,1,5,0.05
A1WJ9DBGFY21MQ,2,4,6,5,0.18
A1WJ9DBGFY21MQ,33,1,2,3,0.03
A1WJ9DBGFY21MQ,33,2,5,4,0.06
A1WJ9DBGFY21MQ,33,3,5,3,0.19
A1WJ9DBGFY21MQ,33,4,2,4,0.19
A1WJ9DBGFY21MQ,29,1,4,2,0.03
A1WJ9DBGFY21MQ,29,2,2,4,0.05
A1WJ9DBGFY21MQ,29,3,5,5,0.07
A1WJ9DBGFY21MQ,29,4,5,2,0.07
A1WJ9DBGFY21MQ,14,1,3,3,0.04
A1WJ9DBGFY21MQ,14,2,4,4,0.07
A1WJ9DBGFY21MQ,14,3,4,3,0.11
A1WJ9DBGFY21MQ,14,4,3,4,0.67
A1WJ9DBGFY21MQ,1,1,1,3,0
A1WJ9DBGFY21MQ,1,2,4,1,0.03
A1WJ9DBGFY21MQ,1,3,6,4,0.13
A1WJ9DBGFY21MQ,1,4,2,5,0.24
A1WJ9DBGFY21MQ,19,1,1,1,0.04
A1WJ9DBGFY21MQ,19,2,6,3,0.11
A1WJ9DBGFY21MQ,19,3,4,4,0.16
A1WJ9DBGFY21MQ,19,4,2,5,0.19
A1WJ9DBGFY21MQ,5,1,5,1,0.11
A1WJ9DBGFY21MQ,5,2,6,6,0.14
A1WJ9DBGFY21MQ,5,3,5,6,0.21
A1WJ9DBGFY21MQ,5,4,6,1,0.25
A1WJ9DBGFY21MQ,25,1,3,1,0.03
A1WJ9DBGFY21MQ,25,2,5,4,0.1
A1WJ9DBGFY21MQ,25,3,3,6,0.28
A1WJ9DBGFY21MQ,25,4,2,4,0.28
A1WJ9DBGFY21MQ,9,1,5,3,0.11
A1WJ9DBGFY21MQ,9,2,2,1,0.16
A1WJ9DBGFY21MQ,9,3,6,1,0.22
A1WJ9DBGFY21MQ,9,4,6,3,0.42
A1WJ9DBGFY21MQ,38,1,1,4,0.06
A1WJ9DBGFY21MQ,38,2,6,3,0.26
A1WJ9DBGFY21MQ,38,3,3,6,0.35
A1WJ9DBGFY21MQ,38,4,4,1,0.35
A1WJ9DBGFY21MQ,8,1,2,3,0.17
A1WJ9DBGFY21MQ,8,2,3,1,0.17
A1WJ9DBGFY21MQ,8,3,6,4,0.36
A1WJ9DBGFY21MQ,8,4,6,2,0.38
A1WJ9DBGFY21MQ,37,1,2,2,0.15
